cell_id,row,col,center_x,center_y,vertex_count,signed_area,area
87,8,18,1.4388175046,-0.6197845592,4,0.0815514459,0.0815514459
88,8,19,1.5132769972,-0.4756317497,4,0.0815135867,0.0815135867
89,8,20,1.6669401482,-0.3925673439,4,0.0723677775,0.0723677775
90,8,21,1.7640604110,-0.5602071003,4,0.0002749263,0.0002749263
91,9,7,-1.7025313431,-0.0424108317,4,0.0852750017,0.0852750017
92,9,8,-1.0629259462,0.3507578028,4,0.0798862140,0.0798862140
93,9,9,-0.4956174432,0.5111087056,4,0.0802005678,0.0802005678
94,9,10,-0.0959262115,0.7002372784,4,0.0834168990,0.0834168990
95,9,11,0.1650462910,0.7939036119,4,-0.0617444681,0.0617444681
96,9,12,-3.9919677144,-4.0492374573,5,0.0930646200,0.0930646200
97,9,13,-5.5416680043,3.0388922903,5,0.0908828324,0.0908828324
98,9,14,0.8462004250,-0.5340078038,4,-0.0633847099,0.0633847099
99,9,15,0.6250079400,-0.4755977823,4,0.0809690233,0.0809690233
100,9,16,0.8015160683,-0.4289128253,4,0.0839889144,0.0839889144
101,9,17,0.9826247613,-0.3568678188,4,0.0829916367,0.0829916367
102,9,18,1.1582507159,-0.2434875459,4,0.0828296571,0.0828296571
103,9,19,1.3685102990,-0.1336690767,4,0.0799056264,0.0799056264
104,9,20,1.6809300788,-0.1441764679,4,0.0855827458,0.0855827458
105,10,7,-1.6806161927,0.2391877916,4,0.0863678367,0.0863678367
106,10,8,-1.1113189997,0.4736793363,4,0.0787399734,0.0787399734
107,10,9,-0.7143919870,0.6378047460,4,0.0818207495,0.0818207495
108,10,10,-0.3767875347,0.7757506957,4,0.0790582147,0.0790582147
109,10,11,-0.2824076603,0.7505200905,4,-0.0656783468,0.0656783468
110,10,12,2.2758780767,-2.7706081624,5,0.0930638155,0.0930638155
111,10,13,1.1091536530,1.8706051525,5,0.0908316483,0.0908316483
112,10,14,0.2304306647,-0.3760480485,4,0.0855380385,0.0855380385
113,10,15,0.3816424915,-0.2093481820,4,0.0868577463,0.0868577463
114,10,16,0.5995211490,-0.0657207998,4,0.0830414981,0.0830414981
115,10,17,0.8203812695,-0.0027959461,4,0.0834219692,0.0834219692
116,10,18,1.0653303118,0.0756265721,4,0.0823592103,0.0823592103
117,10,19,1.3903157887,0.1188339242,4,0.0833561821,0.0833561821
118,10,20,1.6953017453,0.1447308914,4,0.0827777782,0.0827777782
119,11,6,-1.5911497321,0.5747964775,4,0.0609033665,0.0609033665
120,11,7,-1.4715569493,0.4775924380,4,0.0784699935,0.0784699935
121,11,8,-1.1451111730,0.6728638013,4,0.0801169812,0.0801169812
122,11,9,-0.8875728952,0.8475046826,4,0.0796453005,0.0796453005
123,11,10,-0.5916328498,0.9192124047,4,0.0810744682,0.0810744682
124,11,11,-0.4628933912,0.8684314099,4,-0.0625304570,0.0625304570
125,11,12,-0.3404427716,0.2209657081,4,0.0854778319,0.0854778319
126,11,13,-0.1455440557,-0.1087384369,4,0.0896135499,0.0896135499
127,11,14,0.0468041567,-0.0921257673,4,0.0881073063,0.0881073063
128,11,15,0.2770445829,0.1006308761,4,0.0849531988,0.0849531988
129,11,16,0.5201065498,0.2451104445,4,0.0847816256,0.0847816256
130,11,17,0.7642533864,0.3404130445,4,0.0830648700,0.0830648700
131,11,18,1.0096634793,0.3436825958,4,0.0820713242,0.0820713242
132,11,19,1.3336561614,0.3784904834,4,0.0836104125,0.0836104125
133,11,20,1.6460955071,0.4139059619,4,0.0825295551,0.0825295551
134,12,6,-1.5091924051,0.7817718620,4,0.0893929598,0.0893929598
135,12,7,-1.3384261095,0.9129261505,4,0.0779846882,0.0779846882
136,12,8,-1.2428484815,1.0749597989,4,0.0809790638,0.0809790638
137,12,9,-1.0383868480,1.1699054547,4,0.0826438063,0.0826438063
138,12,10,-0.7347877540,1.1556566061,4,0.0776087563,0.0776087563
139,12,11,-0.5021711366,0.9261887973,4,0.0818305903,0.0818305903
140,12,12,-0.3341026786,0.5553681323,4,0.0868226830,0.0868226830
141,12,13,-0.1093832714,0.3524122495,4,0.0849991499,0.0849991499
142,12,14,0.0944348288,0.3311079836,4,0.0854697535,0.0854697535
143,12,15,0.3511335349,0.4765418228,4,0.0848418566,0.0848418566
144,12,16,0.6041864932,0.6449000521,4,0.0832240120,0.0832240120
145,12,17,0.8093169386,0.7459427336,4,0.0833662843,0.0833662843
146,12,18,0.9956271857,0.7042525295,4,0.0831506504,0.0831506504
147,12,19,1.2210706758,0.6140829929,4,0.0794379332,0.0794379332
148,12,20,1.5332413176,0.6701804430,4,0.0850386899,0.0850386899
149,13,9,-1.0421707880,1.3969445899,4,0.0770239338,0.0770239338
150,13,10,-0.7326771649,1.4174144359,4,0.0844389856,0.0844389856
151,13,11,-0.4246282952,1.1796822839,4,0.0801851544,0.0801851544
152,13,12,-0.2548774220,0.9312665164,4,0.0829897786,0.0829897786
153,13,13,-0.0631875965,0.7050521786,4,0.0851436230,0.0851436230
154,13,14,0.2181288852,0.7109133565,4,0.0842725583,0.0842725583
155,13,15,0.5104514554,0.8923877470,4,0.0831892617,0.0831892617
156,13,16,0.8121745636,1.1440728788,4,0.0849849487,0.0849849487
157,13,17,1.0426654386,1.2186329407,4,0.0845718169,0.0845718169
158,13,18,1.1694905767,1.1060841610,4,0.0826576612,0.0826576612
159,13,19,1.2866842557,0.9658937279,4,0.0827332535,0.0827332535
160,13,20,1.4625633425,0.8828083524,4,0.0713818688,0.0713818688
161,13,21,1.4044889485,1.2853735432,4,0.0000784189,0.0000784189
162,14,10,-0.6392612193,1.5978206502,4,0.0777065387,0.0777065387
163,14,11,-0.3914931593,1.6043195377,4,0.0859927607,0.0859927607
164,14,12,-0.2240014955,1.3697135242,4,0.0822018371,0.0822018371
165,14,13,-0.0239740446,1.0339999070,4,0.0824336260,0.0824336260
166,14,14,0.3021912890,1.0042452724,4,0.0822616908,0.0822616908
167,14,15,0.6302931683,1.2964615034,4,0.0850596910,0.0850596910
168,14,16,0.8791945989,1.4660175723,4,0.0842048735,0.0842048735
169,15,12,-0.0851261900,1.5292569741,4,0.0834479709,0.0834479709
170,15,13,0.0990262307,1.2121304626,4,0.0768952208,0.0768952208
171,15,14,0.3913723385,1.3517308503,4,0.0832828492,0.0832828492
172,15,15,0.5819955283,1.5834459848,4,0.0800254226,0.0800254226
173,16,12,-0.0191112431,1.6693243935,4,0.0632182261,0.0632182261
174,16,13,0.1653482733,1.5913500438,4,0.0854587697,0.0854587697
175,16,14,0.3198689516,1.6272720729,4,0.0737688664,0.0737688664
176,17,14,0.3741348833,1.8118725760,4,0.0001033175,0.0001033175
